,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,category,date,source,text,title,month,country-source,article_len,ratio_not_stop_w,avg_word_len,title_len,ratio_unique_words,ner,sen,ratio_not_stop_w_t
0,0,0,10476,,2019-02-19 17:18:44,RFE-USA,"Izraelski ministar za migracije Joav Galant (Yoav) pozvao je francuske Jevreje da se ""vrate kući"" u Izrael nakon antisemitskog vandalizma na groblju na istoku Francuske. ""Skrnavljenje jevrejskog groblja u Francuskoj podsjeća na mračna vremena u istoriji jevrejskog naroda. Prošle sedmice sam posjetio jevrejsku zajednicu u Parizu koja je pod stalnim antisemitskim napadima"" rekao je Galant. On je dodao da snažno osuđuje antisemitizam u Francuskoj i pozvao Jevreje da se vrate kući u Izrael. Na oko 80 nadgrobnih spomenika vandali su iscrtali kukaste krstove u mjestu Kvacenhajm (Quatzenheim) nedaleko od granice sa Njemačkom u regionu Alzas. Na jednom spomeniku bilo je ispisano ""Alzaški crni vukovi"" što je naziv separatističke grupe povezane sa neonacistima tokom sedamdesetih godina prošlog vijeka. Prošle godine 2.679 Jevreja iz Francuske emigriralo je u Izrael podsjeća AFP.",Poziv Jevrejima da se vrate u Izrael nakon antisemitskog vandalizma,2,USA,129,0.18604651162790697,6.821705426356589,10,0.7674418604651163,"['francuskoj', 'njemačkom', 'izrael', 'jevrejskog', 'parizu', 'alzas', 'kvacenhajm', 'francuske']",-0.009708737864077669,0.4
1,1,1,8071,Vesti,2019-02-26,N1-USA,"[Izvor: N1 Gotovo godinu dana profesorka Fakulteta organizacionih nauka Vesna Todorčević čeka da postane redovni profesor. Međutim redovni angažman joj kako kaže koče kolege kojima između ostalog smeta to što je izostajala sa nastave zbog porodiljskog odsustva. Provela je godine u radu sa studentima i napokon prošlog februara dočekala da se otvori pozicija redovnog profesora. Konkurs je međutim ubrzo odložen zbog prigovora pojedinih kolega između ostalog da je zbog porodiljskog i trudničkog previše odsustvovala sa nastave. ""Nikakvu privilegiju ja ne tražim zbog činjenice da sam majka troje dece. Dakle ja ispunjavam sve uslove propisane pravilnikom za izbor u zvanje redovnog profesora isto kao neko ko nema dece ali se činjenica da ja imam decu koristi kao osporavajući argument umesto da se samo gledaju moji rezultati"" navodi dr Vesna Todorčević. O predlogu se nije govorilo mesecima sve dok u septembru Fakultet organizacionih nauka nije ponovo pokrenuo konkurs. Todorčevićeva je i tada dobila i više nego odličnu procenu komisije. ""Na osnovu izloženog sa zadovoljstvom predlažemo Izbornom veću Fakulteta organizacionih nauka Veću Naučnih oblasti prirodno-matematičkih nauka i Senatu Univerziteta u Beogradu izbor dr Vesne Todorčević u zvanje redovnog profesora"" stoji u proceni Komisije za pisanje izveštaja. Međutim nekoliko profesora je ponovo podiglo glas jer Todorčevićeva navodno nema dovoljno pedagoškog znanja ni nakon skoro dve decenije rada sa studentima i pored toga što uvek dobija visoke ocene od njih.  I taj prigovor komisija za izbor je odbacila a pravi problem je nastao kaže kada su kolege proširile priču na matičnom fakultetu da ima političku zaleđinu. ""Spinujući činjenicu da sam se obraćala nadležnim institucijama da ja imam nekakve političke veze i da sam neki politički slučaj i to je nažalost izazvalo zabunu kod članova Veća matematičkog fakulteta koje nije dalo pozitivno mišljenje za moj izbor"" navodi Todorčevićeva. Ukoliko poslednja instanca - Senat ne odluči u njenu korist preti joj i ostanak bez posla jer nakon porodiljskog ističe izborni period vanrednog profesora. Troje njenih kolega koji se protive izboru u zvanje redovnog profesora nisu bile dostupne za komentar.   ]","Kolege, zbog porodiljskog, koče izbor Vesne Todorčević u redovnog profesora",2,USA,333,0.15315315315315314,6.663663663663663,10,0.6936936936936937,"['senat', 'troje', 'nauka', 'senatu', 'todorčević', 'n1', 'vesne', 'dr', 'todorčevićeva', 'univerziteta', 'fakultet', 'fakulteta', 'beogradu', 'vesna', 'u']",-0.007220216606498195,0.2
2,2,2,9293,,2018-11-27 18:41:26,RFE-USA,"Nezavisno društvo novinara Vojvodine (NDNV) i Nezavisno udruženje novinara Srbije (NUNS) najoštrije osuđuju najnoviji skandal ovaj put od strane pokrajinske sekretarke za kulturu javno informisanje i odnose sa verskim zajednicama Dragane Milošević koja je uručila nagradu Društva novinara Vojvodine (DNV) nikom drugom do negatorki ratnih zločina etničkih čišćenja i genocida Ljiljani Bulatović Medić. Nagrada cinično nazvana “Zlatno pero” pripala joj je “za značajan doprinos razvoju novinarstva” kako se navodi u još ciničnijem obrazloženju. Ne čudimo se DNV-u što je doneo takvu odluku. Pojedina udruženja u ovoj zemlji postoje samo zahvaljujući tragičnoj činjenici da u Srbiji nije izvršena lustracija i da ratni propagandisti koji su se lažno predstavljali i predstavljaju kao novinari nisu krivično gonjeni za svoja zlodela. Ljiljana Bulatović Medić je svakako jedna od onih koja i dan-danas širi mržnju u regionu kaže se u saopštenju npvinarskih udruženja. ""Ne čudimo se uostalom ni pokrajinskoj sekretarki jer je deo ove vlasti vlasti koja je devedesetih godina prošloga veka bila aktivni deo Miloševićeve zločinačke politike. Pitamo međutim s kojim pravom se ovakvim osobama nagrade dodeljuju iz ruku pokrajinske funkcionerke u holu zgrade Pokrajinske vlade? Da li su ih građani ovlastili da ih učine saučesnicima u promociji zločina? Jer građani su ti zahvaljujući kojima gospođa Milošević prima platu. Isto kao što su građani ti zahvaljujući kojima postoji zgrada Pokrajinske vlade čuvena novosadska Banovina koja veću sramotu odavno nije doživela"" zaključuju Nezavisno društvo novinara Vojvodine (NDNV) i Nezavisno udruženje novinara Srbije (NUNS) .  ",Novinari: Skandalozna nagrada za Ljiljanu Bulatović,11,USA,239,0.14644351464435146,6.953974895397489,6,0.7238493723849372,"['novosadska', 'bulatović', 'srbije', 'ljiljani', 'ndnv', 'banovina', 'ljiljana', 'pitamo', 'pokrajinske', 'vlade', 'društva', 'pokrajinske', 'milošević', 'novinara', 'srbiji', 'medić', 'dragane', 'vojvodine']",0.009950248756218905,0.16666666666666666
3,3,3,9517,,2018-12-11 15:27:20,RFE-USA,"Premijerka Theresa May njena vlada i Evropska unija treba da počnu da planiraju drugi referendum o Brexitu zato što se parlament ne može usaglasiti o ""sporazumu o razvodu"" i glasače treba pitati da riješe ovu blokadu saopštili su opozicioni zakonodavci. Manje od četiri mjeseca prije nego što Velika Britanija prema planu treba da napusti EU 29. marta 2018. Brexit je zapao u haos koji je u ponedjeljak doveo do odlaganja glasanja o sporazumu koji je premijerka May postigla sa Briselom jer nije bilo neophodne većine da prođe.  May je danas na turneji po evropskim centrima u kojima traži dodatne garancije kojima bi mogla osigurati prihvatanje ugovora u parlamentu kod kuće. Krajnji ishod Brexita je sada nesiguran a mogući scenariji uključuju: da May na kraju dobije potvrdu u parlamentu da premijerka ostane bez posla da Britanija napusti blok bez sporazuma ili još jedan referendum navodi Reuters. ""UK (Ujedinjeno kraljevstvo) je u sred ustavne krize koja je bez paralele u modernoj istoriji"" rekao je Ian Blackford lider Škotske nacionalne partije (SNP) u Vestmisteru. ""Izgleda da postoji veoma malo potencijala da se pronađe konsenzus."" May neprekidno ponavlja da su britanski parlamentarci suoči sa izborom potvrde njenog sporazuma ili izlaska bez dogovora ili povlačenje Brexita. Za sada nema naznaka da se vlada priprema sa drugo glasanje.  Lider Liberal demokrata Vince Cable je rekao da Vlada mora da pita Izbornu komisiju nezavisno tijelo koje nadgleda referendume da počnu da traže koje bi pitanje mogli postaviti kada bi se još jedno glasanje održalo. Novo glasanje prema Cableu mora pitati glasače da li žele Bexit sporazum ili da ostanu u EU. On je rekao da izlazak ""bez sporazuma"" ne bi trebalo da bude jedna od opcija. ""Pripremite se za ono što bi se moglo dogoditi prije nego za ono što bi željeli da se dogodi"" rekao je on.  Ovakvi komentari prevladavaju u Zelenoj partiji Velškoj nacionalnoj partiji potom kod Margaret Backett iz Laburističke stranke čak i kod Anne Soubry iz Konzervativne partije premijerke May. Kladioničari nude gotovo jednake šanse za održavanje novog EU referenduma prije 2020.",Opozicioni poslanici pozivaju na pripreme za drugi referendum o Brexitu,12,USA,339,0.15339233038348082,6.256637168141593,10,0.6666666666666666,"['uk', 'škotske', 'nacionalne', 'britanija', 'snp', 'eu', 'ponedjeljak', 'margaret', 'laburističke', 'premijerka', 'brexit', 'vince', 'evropska', 'unija', 'stranke', 'ujedinjeno', 'konzervativne', 'vestmisteru', 'cable', 'backett', 'blackford', 'kraljevstvo', 'partije', 'may']",-0.0163265306122449,0.4
4,4,4,1866,Ekonomijа,2019-02-08,Vostok-RU,Grčka želi da gasovodTurski tok“ za isporuku ruskog gasa u Evropu prolazi kroz njenu teritoriju ali smatra da je ta odluka na Rusiji izjavio je prvi zamenik ministra spoljnih poslova Grčke Jorgos Katrungalos. Želimo proširenje ’Turskog toka‘ ali to je odluka koju će doneti Rusija“ rekao je Katrungalos.  Grčki premijer Aleksis Cipras izjavio je 5. februara da želi da učestvuje u projektuTurski tok“ nakon razgovora u Ankari sa turskim predsednikom Redžepom Tajipom Erdoganom. Prema Ciprasovim rečima Grčka bi htela da sarađuje u projektu gasovodaTurski tok“ za isporuke ruskog gasa. Razgovarali smo da energetika treba da bude most saradnje a ne prepreka i razlog za sukobe u regionu. I mi već sarađujemo na tako važnim energetskim projektima kao što je Transjadranski gasovod TAP i želeli bismo da imamo širu saradnju u ’Turskom toku‘“ rekao je tada Cipras.  ProjekatTurski tok“ podrazumeva izgradnju gasovoda koji se sastoji iz dva kraka kapaciteta od po 1557 milijardi kubnih metara. Prvi krak je predviđen za isporučivanje gasa turskim potrošačima a počeće da radi tokom ove godine. Drugi krak je namenjen za snabdevanje zemalja južne i jugoistočne Evrope a njegovo puštanje u rad planirano je za 2019. godinu. ,Grčka želi da gasovod „Turski tok“ prolazi kroz njenu teritoriju,2,RU,191,0.20418848167539266,6.371727748691099,10,0.743455497382199,"['ankari', 'cipras', 'rusiji', 'evrope', 'redžepom', 'jugoistočne', 'aleksis', 'rusija', 'turskim', 'grčke', 'katrungalos', 'grčka', 'jorgos', 'tajipom', 'evropu']",0.020408163265306117,0.2
5,5,5,10253,,2019-02-03 11:24:26,RFE-USA,"Tridesetogodišnji Nikola Ćupić poginuo je kada je u strogom centru Podgorice u neposrednoj blizini Muzičke škole jutros u 10 sati i 40 minuta eksplodirao automobil. Iz Uprave policije je potvrđeno da se eksplozija dogodila na automobilu marke „Toyota“ cetinjskih registarskih oznaka. Ćupić je kako se navodi nakon eksplozije transportovan u Urgentni blok Kliničkog centra u Podgorici gdje je podlegao povredama. Iz policije je saopšteno da intenzivno rade kako bi rasvijetlili ovaj događaj.„Lice mjesta je blokirano. Vrši se uviđaj. Preduzimaju se policijsko – tužilačke mjere i radnje na rasvjetljavanju okolnosti događaja'' navedeno je u saopštenju. Podgorički mediji javljaju pozivajući se na policijske izvore da je Ćupić ""bezbjednosno interesantno lice"" i pripadnik jednog od ""kotorskih kriminalnih klanova"". U poslednjih pet godina je prema podacima Crne knjige zajedničke baze podataka Radija Slobodna Evropa i portala KRIK na način svojstven mafijaškim obračunima u Srbiji i Crnoj Gori ubijeno ukupno 125 ljudi. Od toga je u potpunosti rešeno tek 13 slučajeva a toku je 11 sudskih postupaka. U 74 slučaja počinioci su nepoznati dok u 27 predmeta postoje osumnjičeni ali protiv njih još uvek nisu pokrenuti sudski procesi. ",Podgorica: Jedna osoba poginula u eksploziji automobila,2,USA,183,0.13114754098360656,6.721311475409836,7,0.7814207650273224,"['tridesetogodišnji', 'evropa', 'ćupić', 'podgorica', 'crnoj', 'gori', 'nikola', 'podgorici', 'kliničkog', 'podgorice', 'srbiji', 'slobodna']",-0.00641025641025641,0.14285714285714285
6,6,6,6128,Vesti,2019-01-19,N1-USA,"[Izvor: N1 Povećanje taksi koje je Priština uvela na proizvode iz Srbije i BiH skoro da nije imalo nikakav uticaj na život stanovnika na severu Kosova. U marketima možete pronaći skoro sve prehrambene proizvode iz Srbije. Javna je tajna da roba na Kosovo iz Srbije ulazi švercerskim kanalima ali i iz susednih država. Prema mišljenju mnogih takav scenario je bio viđen nakon što su takse uvećane za 100 odsto. 19.01.2019. 19.01.2019. Skoro sve što možete pazariti u marketima u Srbiji mleko i mlečne proizvode slatkiše bezalkoholna pića pa sve do kućne hemije možete pronaći i na rafovima prodavnica na severu Kosova. Mnogi bi se zapitali kako kada je Priština povećala takse na proizvode iz Srbije i BiH za 100 odsto. Odgovor je jednostavan – alternativnim putevima. A da su stanovnici severnog Kosova morali da se snađu kako bi u marketima mogli da pazare osnovne životne namirnice za N1 je potvrdio i Radoš Petrović predstavnik srpskih privrednika sa Kosova. ""U prodavnicama za sada ima svih proizvoda. Fabrike iz Srbije su našle načine da preko drugih zemalja dopreme robu na Kosovo. Roba stiže raznim kanalima ali i iz južnog dela Kosova"" kaže Petrović. Petrović kao i ostali privrednici sa Kosova smatra da će Priština morati da ukine takse. Do tada prema njegovim rečima postoji interni dogovor srpskih privrednika da cene proizvoda ne poskupljuju. ""Trgovci su se odrekli svojih marži kako cene proizvoda ne bi poskupele i kako stanovništvo ne bi trpelo posledice povećanja taksi. Poskupljenje su osetili stanovnici južnog dela Kosova jer su poskupeli brašno i hleb"" naveo je Petrović. Iz ministarstva trgovine kažu da je od početka uvođenja taksi na robu iz centralne Srbije na Kosovo i Metohiju plasirano manje robe za 35 miliona evra. Po pitanju budućeg scenarija iz ovog ministarstva kažu da je imperativ da se srpskom stanovništvu na Kosovu obezbedi plasman osnovnih životnih namirnica i da to neće biti ugroženo. Prištinske institucije donele su odluku da oslobode od stopostotnog uvećanja takse proizvode iz Srbije i BiH koji su na kosovsku teritoriju ušli pre donošenja tih mera 21. novembra. Iz kosovske vlade je saopšteno da je reč o robi koja je bila na carinskoj kontroli ili unutrašnjoj obradi pre puštanja u slobodan promet.  ]","Život s taksama na Kosovu: Rafovi puni, roba ulazi ""alternativnim putevima""",1,USA,365,0.12876712328767123,6.158904109589041,11,0.6109589041095891,"['roba', 'kosovo', 'radoš', 'metohiju', 'srbije', 'kosovsku', 'bih', 'n1', '.', 'kosova', 'srbiji', 'kosovu', 'centralne', 'priština', 'marketima', 'petrović']",0.014814814814814815,0.09090909090909091
7,7,7,6609,Vesti,2019-01-26,N1-USA,"[Zbog mogućeg akcidenta prilikom uklanjanja vagona cisterni sa amonijakom Štab za vanredne situacije Niša naložio je da meštani Jasenovika budu evakuisani iz sela u nedelju najkasnije do 11 sati. Kao i minulog petka meštani Jasenovika moraće da budu izvan svojih domova do 17 časova rečeno je u saopštenju objavljenom na gradskom sajtu. 25.01.2019. U saopštenju se navodi da je za meštane obezbeđen prevoz od Jasenovika do glavnog puta i smeštaj u Gerontološkom centru i Regionalnom centru za obrazovanje. ""Svi meštаni selа Jаsenovik biće pojedinаčno obаvešteni o merаmа i postupcimа tokom evаkuаcije. Koordinаciju i sprovođenje evаkuаcije vrši Grаdski štаb zа vаnredne situаcije Niša"" istaknuto je u saopštenju Štaba čiji je komandant gradonačelnik Niša Darko Bulatović. Jedna od dve cisterne koje su izletele iz šina i prevrnule se nedaleko od Jasenovika uspešno je vraćena na kolosek u petak. Druga cisterna treba da bude podignuta u toku sutrašnjeg dana ali zbog velikog oštećenja neće moći da bude odvezena već će amonijak morati da bude istočen. Kako je Bulatović najavio druga cisterna biće podignuta na platformu koja je ovih dana postavljena pored pruge a potom istočena. On je rekao da istakanje cisterne ne spada u rizične poslove. Dve cisterne sa amonijakom iskliznule su iz šina na pruzi Niš-Zaječar u subotu uveče 19. januara. Da bi cisterne mogle da budu uklonjene ""Infrastrukture Železnica Srbije"" morale su da dopreme najveću dizalicu kojom raspolažu i da obnove 300 metara pruge.  ]",Naređena nova evakuacija meštana sela Jasenovik zbog cisterne,1,USA,234,0.1452991452991453,6.410256410256411,8,0.7008547008547008,"['bulatović', 'niš', 'srbije', 'niša', 'zaječar', 'štab', 'darko', 'jasenovik', '-', 'iskliznule', 'železnica', 'jasenovika', 'štaba']",-0.03571428571428571,0.125
8,8,8,7180,Vesti,2019-02-13,N1-USA,"[Izvor: N1 Premijerka Srbije Ana Brnabić izjavila je da se nada da će se najava da je kosovski premijer Ramuš Haradinaj spreman da stavi na dnevni red Vlade Kosova raspravu o mogućoj suspenzije taksi na robu iz Srbije ostvariti što pre zbog srpske privrede ali i zbog nastavka dijaloga sa Prištinom o normalizaciji odnosa. ""Ovo traje jako dugo. Svaki dan kojim se produžava (važenje taksi) je novi udar na regionalni mir i stabilnost ali i na privredu Srbije"" rekla je premijerka.  13.02.2019. 13.02.2019. Ona je pitala ko će da nadoknadi gubitke proizvođačima iz centralne Srbije za period važenja taksi koje su posledica odluke koja je u suprotnosti sa Cefta sporazumom.  ""Haradinaj nije ni u jednom trenutku nijednim gestom pokazao da može da mu se veruje da će ono što kaže i da ispuni"" rekla je premijerka i izrazila očekivanje da će ovaj put da je demantuje.  Ona je zahvalila svim partnerima Srbije koji su do sada nedvosmisleno govorili kako je ponašanje Prištine u vezi sa uvođenjem taksi predstavljalo kršenje svih sporazuma i bilo u suprotnosti sa svim vrednostima povezivanja i saradnje u 21. veku kao i regionalnoj stabilnosti.  ]",Brnabić: Haradinaj nijednim gestom nije pokazao da može da mu se veruje,2,USA,189,0.19047619047619047,6.0476190476190474,12,0.6878306878306878,"['haradinaj', 'brnabić', 'nijednim', 'ona', 'srbije', 'prištine', 'kosova', 'gestom', 'ramuš', 'ana']",0.046875,0.4166666666666667
9,9,9,3614,Kultura,2019-01-11 20:26:00,Sputnik-RU,U njujorškom hotelu „Njujorker“ danas će biti održana Konferencija posvećena Nikoli Tesli u organizaciji Tesla naučne fondacije iz Filadelfije.Skupu u „Njujorkeru“ u hotelu u kome je 7. januara 1943. umro naš naučni genije a na kojoj će govoriti više od 20 učesnika iz SAD Kanade Srbije Meksika Australije i Hrvatske otvoriće generalni konzul Srbije u Njujorku Mirjana Živković rečeno je Tanjugu u Fondaciji.Konferencije koje se održavaju svakog januara su prilika i da se čuju reči nezvaničnog arhivara „Njujorkera“ Džozefa Kinija koji je poslednjih decenija vodio posetioce kroz Teslin boravak u hotelu od 1933. do 1943. godine.  Među učesnicima današnjeg skupa su profesorka iz Filadelfije Ešli Redfern — nosilac projekta izučavanja Nikole Tesle u osnovnim školama u Americi nekadašnji direktor Kulturnog centra u Njujorku Miloje Popović meksički kompozitor i dirigent Alejandro Sančez Navarro.„Tesla je u ’Njujorkeru‘ živeo poslednjih deset godina i tu je napustio ovozemaljski život na Božić 1943. Zato nam je taj hotel mesto okupljanja svakog januara. Skup je priprema za Tesla Fest planiran za januar 2020. u ’Njujorkeru‘ i u julu 2019. u Beogradu“ rekao je predsednik Fondacije Nikola Lončar.Prema rečima Lončara Fondacija se zalaže da se Teslin život uspesi i njegova vanvremenska filozofija učine dostupnim mladima širom sveta kako bi se inspirisali da delaju u Teslinom duhu za dobrobit čovečanstva.Lončar je dodao da Fondacija radi i na tome da jedna škola u Filadelfiji ponese ime jednog od njavećih umova civilizacije Nikole Tesle.U okviru programa Konferencije 2015. u holu tog istorijskog hotela postavljena je bista Nikole Tesle. ,Teslin dan u Njujorku: Nema dana da neko ne dođe da vidi sobe 3327 i 3328,1,RU,248,0.13306451612903225,6.641129032258065,16,0.7298387096774194,"['tesli', 'džozefa', 'americi', 'kulturnog', 'živković', 'tesle.u', 'filadelfije.skupu', 'redfern', 'popović', 'filadelfiji', 'sad', 'hrvatske', 'centra', 'sančez', 'konferencije', 'njujorku', 'tesla', 'božić', 'julu', 'mirjana', 'kinija', 'miloje', 'srbije', 'kanade', 'nikola', 'lončar.prema', 'nikoli', 'beogradu', 'fest', 'tesle', 'filadelfije', 'nikole', 'alejandro', 'meksika', 'australije', 'ešli', 'fondaciji.konferencije']",-0.0048543689320388345,0.3125
