,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,category,date,source,text,title,month,country-source,article_len,ratio_not_stop_w,avg_word_len,title_len,ratio_unique_words,ner,sen,ratio_not_stop_w_t
0,0,0,5890,Svet,2019-01-15,N1-USA,"[Odbacivanje postignutog dogovora o Bregzitu u britanskom parlamentu povećava rizik od razlaza bez dogovora upozorio je predsednik Evropske komisije Žan-Klod Junker i izrazio žaljenje zbog rezultata glasanja. ""Pozivam Veliku Britaniju da što pre razjasni svoje namere. Vreme je skoro isteklo"" napisao je predsednik Evropske komisije na Tviteru neposredno posle glasanja britanskih poslanika koji su velikom većinom odbacili dogovor o Bregzitu postignut između EU i vlade premijerke Tereze Mej. Predsednik Evropskog saveta Donald Tusk je pozvao na ""pozitivno rešenje"" posle glasanja britanskih poslanika. ""Ako sporazum nije moguć i niko ne želi da ne bude nikakvog sporazuma ko će onda konačno imati hrabrost da kaže koje je jedino pozitivno rešenje"" rekao je Tusk u Tviter poruci posle glasanja. Donji dom britanskog Parlamenta odbacio je danas ubedljivom većinom vladin predlog dogovora o razlazu sa Evropskom unijom. Protiv predloženog sporazuma o Bregzitu glasalo je 432 poslanika a za je bilo 202. Laburistička stranka je odmah zatražila glasanje o poverenju vladi Tereze Mej koje će biti u sredu.  ]",Junker: Povećan rizik od razlaza EU i Velike Britanije bez dogovora,1,USA,164,0.1951219512195122,6.7317073170731705,11,0.7439024390243902,"['evropskog', 'britanije', 'eu', 'britanskih', 'mej', 'donald', 'stranka', 'britaniju', 'evropskom', 'parlamenta', 'junker', 'tusk', 'saveta', 'žan', 'velike', '-', 'evropske', 'tereze', 'klod', 'premijerke', 'unijom']",0.007936507936507936,0.2727272727272727
1,1,1,9290,,2018-11-27 17:20:46,RFE-USA,Saudijski prijestolonasljednik Mohmed bin Salman doputovao je u Tunis. Stotine građana prosvjedovalo je zbog njegovog dolaska što je i prvi protest protiv princa u arapskom svijetu. Mnogi od prosvjednika su isticali da Mohamed bin Salman odgovoran za smrt saudijskog novinara Jamala Khashoggija. Novinar je ubijen 2. oktobra u konzulatu Saudijske Arabije u Istanbulu.,Protesti u Tunisu zbog dolaska saudijskog princa,11,USA,53,0.20754716981132076,6.9245283018867925,7,0.8490566037735849,"['jamala', 'tunisu', 'istanbulu', 'khashoggija', 'bin', 'arabije', 'tunis', 'salman', 'saudijske', 'saudijski', 'mohamed']",-0.0975609756097561,0.2857142857142857
2,2,2,3234,Politika,2018-12-19 15:27:00,Sputnik-RU,Predednik kosovske skupštine Kadri Veselji izjavio je da konačni sporazum o normalizaciji odnosa sa Beogradom znači da nema promene granica i da nema — Zajednice srpskih opština.Veselji je na konferenciji za novinare izrazio uverenje da neće biti Zajednice srpskih opština.„Pozicija naše zemlje će biti suverena Republike Kosovo bez povrede teritorijalnog integriteta i na osnovu ustava“ rekao je Veselji novinarima.U protivnom kazao je dijaloga neće biti prenosi Tanjug.„Srbija bi trebalo da prizna Kosovo i priznaće nas. Srbija će priznati suverenu državu Kosovo. Ovo je nepovratan proces“ rekao je Veselji.,Veselji: Sporazum bez promene granica i bez ZSO,12,RU,88,0.2159090909090909,6.920454545454546,8,0.75,"['veselji', 'kosovo', 'opština.veselji', 'srpskih', 'zajednice', 'protivnom', 'republike', 'priznaće', 'srbija']",-0.01492537313432836,0.25
3,3,3,7889,Vesti,2019-02-23,N1-USA,"[Izvor: N1 Uz Beograd protesti su održani u još nekoliko gradova u Srbiji. Posle okupljanja na Trgu slobode više hiljada Kragujevčana krenulo je u protestnu šetnju. Protesti su održani i u Pajsanu Jagodini Prokuplju a u Brusu se okupljenima obratila Marija Lukić koja je prijavila predsednika te opštine Milutina Jeličića Jotku za seksualno uznemiravanje. Sa osmog protesta ""Jedan od pet miliona"" u Kragujevcu zatražena je ostavka predsednika Srbije Aleksandra Vučića a mladi su poručili da neće ""šarenu lažu"" stranačku knjižicu ni da budu nečiji robovi nego jake institucije sa najboljim i časnim ljudima. 23.02.2019. Kolona Kragujevčana u protestnoj šetnji prošla je i pored Televizije Kragujevac a građani su nezadovoljstvo uređivačkom politikom te medijske kuće iskazali zviždanjem. Šetnja završena je na Đačkom trgu. ""Želimo da živimo časno i dostojanstveno želimo da se zaposlimo u svojoj struci i da za to budemo plaćeni. Želimo jake institucije koje počivaju na ljudima koji su najbolji i koji su pošteni"" rekla je studentkinja Pravnog fakulteta Milica Stojković koja se pridružila protestima jer kako je rekla ne želi više da posmatra kako njeni prijatelji odlaze iz zemlje. Vladimir Marović iz kraljevačkog ""Lokalnog fronta"" je pred više hiljada Kragujevčana na Đačkom trgu rekao da se građani bore jer znaju da laž mora da ima kraj. ""Bunimo se jer ne čekamo da nam neko da izbore mi svoje izbore stvaramo sami. Bunimo se jer tako postojimo. Kragujevac je primer te pobune jer neko mora da sme da bismo svi mogli. Odlučili smo da se pobunimo jer ne dopuštamo da neko odlučuje umesto nas"" rekao Marović. On je rekao da građani na protestu znaju ko je svih ovih godina doprinosio da su najgori sebe nazvali narodnom vlašću smatrajući pri tome da su oni njihovi vlasnici. Sportski novinar Milojko Pantić je poručio Šumadincima da se dva veka posle Karađorđa ponovo oslobađa država Srbija ne od turskih nego od ""naših političkih dahija"". On je izrazio očekivanje da će Srbija biti slobodna ""do leta najdalje"". ""Aleksandre Vučiću ti nisi nikakav političar nikakav državnik najmanje diktator. Ti si direktor ili bolje rečeno upravnik jedne velike političke fabrike laži koja se zove Srpska napredna stranka i njeni koalicioni partneri SPSSRS i Jedinstvena Srbija. Uskoro će ta fabrika Aleksandre Vučiću biti ugašena a ti ćeš ostati bez posla"" rekao je Pantić. Pantić je rekao da je ""vlast Aleksandra Vučića ubila Olivera Ivanovića a on lično ukrao građanima državu"". Saobraćajna policija je obezbedila prohodnost na ruti protesta. Jedan od učesnika protestne šetnje rekao je N1 da je veteran protesta još iz devedesetih a da masku večeras nosi protiv virusa AVSNS1. Izvor: N1  Nekoliko stotina građana Jagodine večeras je bilo u protestnoj šetnji ""Jedan od pet miliona"" a na trgu u centru grada njima se obratio Janko Baljak filmski i TV reditelj rečima da""isto što se desilo 5. oktobra desiće se opet jer mora da se desi na taj dan nećemo dugo čekati"". Građani su istakli zahteve upućene predsedniku Skupštine Grada Draganu Markoviću Palmi u kojima traže raspuštanje lokalnog parlamenta. Postavili su i pitanje koliko je i pod kojim uslovima Grad Jagodina zadužen kod banaka.Zatražili su i izveštaje o radu od 2012. godine a upitali su i zašto Jagodina nema detaljan urbanistički plan i ""zašto Jagodina ima najvišu stopu poreza"". ""Ova energija koja se probudila završiće se pobedom demokratske Srbije koja ne želi da živi ponižena i u feudalnom sistemu. Ne dajte da vas plaše oni se hrane vašim strahom. Oni su tigrovi od papira car je odavno go. Ne dajte da strah okupira Srbiju ne dajte da feudalizam vlada Srbijom u 21. veku. Vi koji ste se ovde okupili vi ste tačka iz koje kreće pobuna u Jagodini i okolini koja će dovesti do konačnog sloma ovog režima"" rekao je Baljak i poručio da se divi Jagodincima više nego svima koji šetaju u Beogradu. U Jagodini je deset puta teže protestovati na ulici nego u Beogradu. Zato računam da nas na trgu ima deset puta više rekao je on. U Pasjanu ispred zgrade opštine Parteš-Pasjane održan je protest ""Jedan od pet miliona"". Okupljenim građanima ove srpske opštine u Kosovskom pomoravlju govorio je Saša Arsić iz bujanovačkog odbora Narodne stranke koji im je poručio da je došao da ih podrži i da im prenese da su u istim problemima. Arsić je rekao i da je zajedničko Srbima u Bujanovcu i Srbima u Pasjanu da ne žele da se svađaju sa Albancima već da komšijski žive ali i da upozori da predsednik Srbije Aleksandar Vučić krši Ustav Srbije najavama načina na koji će biti postignut sporazum sa Prištinom. ""Ljudi u Pasjanu su uplašeni i to se vidi na svakom koraku a osetilo se to i večeras jer su se sklanjali da ih ne uhvati kamera"" rekao je Arsić za FoNet . Po veoma hladnom vremenu održana je večeras 11. protestna šetnja u Pirotu koja okupila je pedesetak građana koji su posle okupljanja na Trgu pirotskih ratnika krenuli u šetnju. Osim uobičajenog transparenta na čelu kolone ""Jedan od pet miliona"" građani su nosili i dva transparenta na kojima je pisalo ""Građanin je buntovnik malograđanin je podanik a političar je koristoljubac"" i ""Promene - novi izborni i politički sistem"". Aleksandar Panić koga mnogi znaju kao aktivistu Grupe građana ""Odbranimo reke Stare planine"" je rekao: ""Šetnja je izraz građanskog nezadovoljstva koje iskazuju građani Pirota trenutnoj vlasti u gradu i Republici"". Opozicioni odbornik u Skupštini grada Dušan Mitić je okupljenim građanima rekao da je politikom počeo da se bavi kada je imao 40 godina a sada ima 64 godine.""Ostatak života mogu da proživim u ovakvim uslovima i u ovakvoj državi. Ovde sam došao zbog naših potomaka da podržim potrebu za izgradnjom normalne i uređene države. Na svim medijima neprestano se govori o uspešnoj državi. Preduslov je da govorimo o tome je da ona bude normalna. Danas je jadno i sramno da sve to gledamo na televiziji. Ovakvo ponižavanje građana nije viđeno"" kazao je Mitić. Na protestima u Brusu okupljenima se obratila Marija Lukić koja je u martu prošle godine dospela u žižu javnosti u Srbiji kada je objavila lascivne sms poruke koje je dobijala od predsednika te opštine Milutina Jeličića. Iako se nakon nje javilo još šest žena koje su Jeličića prijavile za seksualno uznemiravanje krivična prijava je podneta samo zbog slučaja Marije Lukić. ""Dobro veče hrabri ljudi dobro veče prijatelji rođaci a dobro veče i vama koje su poslali da telefonom snimite ko je na ovom skupu ne bi li pokazali lojalnost upravljaču svoga života. Onom ko je na izdisaju svog političkog života. I neka vas niko ne zavarava da to nije tako. Snimite mu i to. Snimite i da zaista nisu došli ljudi koje je ucenio otkazom koje je ucenio dokumentacijom koja nosu krivičnu odgovornost a koju su isti potpisali na njegovu inicijativu da nisu došli ljudi čije su žene i sestre ucenjene time da im neće biti produžen ugovor na tri meseca pa deci neće moći da kupe nove patike ili da ih pošalju na ekskurzije. Ali snimite one koji su uprkos tome došli jer znaju da mi ne zavisimo od njega već on zavisi od nas"" navela je Lukić. Ona je rekla da je za nju taj protest počeo pre godinu dana kao i za žene koje su bile smele da prijave nasilje nad njima. ""A ovaj lokalni kabadahija koji je samo jedan od hiljadu u Srbiji bez trunke savesti uništava porodicu koja je stub društva"" istakla je. Na diktatorskom upravljanju pozavideo bi mu Musolini uništava i naše resurse naš potencijal nadu dostojanstvo ljudi koje šalje u autobuse gladne i žedne da pokaže svoju lojalnost dok traje zaštita koju kaže da uživa navela je. Dodaje i da uništava kredibilitet sudija koji kako navodi pod njegovim pritiskom izbacuje sudije sa suđenja. Podsetimo to se desilo na suđenju u njenom slučaju. Navela je da će svemu tome doći uskoro kraj.  Okupljeni građani su potpisivali Sporazum sa narodom. Okupljenima se obratio i istoričar Čedomir Antić koji je rekao građani nemaju više vremena za egzibicije vlasti i za rijalitije koje ona stvara. ""Ako gledate njegove medije a svi su njegovi ili preko vlasti ili lično vi vidite da mi živimo u jednom svetu gde je samo nama dobro. Čitav svet propada samo je nama dobro. On kaže da je zaposlio Srbiju da je upola manje nezaposlenih. Da li vi u Brusu vidite taj uspeh"" upitao je Antić. Konstatovao je da taj uspeh niko ne vidi jer on ni ne postoji. Antić je rekao da jeste tačno da je zahvaljujući Aleksandru Vučiću nastala sedamnaesta kompanija po snazi u Srbiji a to je kompanija ""ujedinjenih botova Srbije"". U Prokuplju je održan sedmi protest na kome su okupljeni pored dosadašnjih zahteva za smenu narodnog poslanika Darka Laketića i svih penzionera u gradskom Veću zatražili i ostavku gradonačelnika Aleksandra Simonovića. Ovaj zahtev organizatori su obrazložili time da gradonačelnik prima trideset odsto veću platu od zakonom propisane. Večeras se okupljenima na ""Trgu topličkih junaka"" u centru grada po jako hladnom vremenu obratio istoričar iz Beograda Vladimir Dobrosavljević koji je poručio građanima da im je dužnost i obaveza da se suprostave ""diktatorskoj"" vlasti. ""(Aleksandar) Vučić nam svakodnevno servira laži kojima pod terminom 'razgraničenje' pokušava da otudji deo naše teritorije kršeći Ustav Srbije ali to mu neće proći jer mu to nećemo dozvoliti"" kazao je Dobrosavljević. Okupljeni su večeras prvi put potpisivalli i ""Sporazum sa narodom"" posle čega su se uputili u protestnu šetnju glavnom prokupačkom ulicom Jug Bogdanovom. Pritom su uz pištaljke uzvikivali ""Vučiću lažove"" ""Vučiću lopove"" ""Vučiću bedniče nećemo sendviče"" i pozivali sugrađane rečima ""Niste se valjda uplašili izađite napolje"".  U Aleksandrovcu je održan četvrti protest pod sloganom ""Jedan od pet miliona"" a građani su ponovili da podržavaju zahteve protesta u Beogradu te da traže preispitivanje imovine fukcionera ali i da lokalna samouprava obezbedi veća davanja za porodilje poljoprivrednike mlade. Jedan od organizatora protesta Strahinja Ivljanin podsetio je na zahteve građana koji protestuju: ispitivanje porekla imovine javnih funkcionera i pojedinaca povezanih sa vlašću od 1990-te godine do danas lustraciju onih koji su zloupotrebili javne funkcije preispitivanje odluka i ugovora koji se odnose na Aleksandrovac obaveštavanje javnosti o rezultatima te provere i kažnjavanje odgovornih. Demonstranti u Aleksandrovcu traže i da opština obezbedi veću finansijsku pomoć porodiljama i mladim bračnim parovima poljoprivrednicima te da donese dugoročnu strategiju za ostanak ali i povratak mladih i stručnih ljudi u taj grad. Okupljenima se obratio i poslanik pokreta Dveri Dragan Vesović a građani su i večeras prošetali glavnom ulicom. Protest je održan i u Bogatiću. To je prvi protest u ovom mestu.     ]","Protesti i u Kragujevcu, Pasjanu, Jagodini, u Brusu govorila Marija Lukić",2,USA,1731,0.06874638937030618,6.140958983246678,11,0.5262853841709995,"['parteš', 'sps', 'prokupačkom', 'lukić', 'fakulteta', 'karađorđa', 'okupljenima', 'bujanovcu', 'kragujevcu', 'srbija', 'arsić', 'simonovića', 'srbije', 'zatražena', 'bogdanovom', 'trgu', 'pasjanu', 'pomoravlju', 'skupštini', 'malograđanin', 'vučiću', 'baljak', 'televizije', 'ivanovića', 'grada', 'palmi', 'milica', 'srpska', 'n1', 'slobode', 'jeličića', 'strahinja', 'panić', 'srbiji', 'srs', 'desiće', 'musolini', 'pirota', 'beogradu', 'dobrosavljević', 'milutina', 'stojković', 'aleksandra', 'aleksandre', 'brusu', 'prokuplju', 'jagodini', 'aleksandar', 'jadno', 'pantić', 'jagodina', 'pravnog', 'dušan', 'kazao', 'jedinstvena', 'aleksandru', 'bogatiću', 'vučić', 'pajsanu', 'podsetimo', 'pirotu', 'okupljenima', 'beograda', 'olivera', 'republici', 'beograd', 'jotku', 'janko', 'mitić', 'vučića', 'kraljevačkog', 'vesović', 'marović', 'stranka', 'markoviću', 'marije', 'građanin', 'milojko', 'vladimir', 'laketića', 'dragan', 'čedomir', 'darka', 'kolona', 'kragujevčana', 'aleksandrovcu', 'đačkom', 'srbiju', 'jagodine', 'ivljanin', 'srbijom', 'stranke', 'saša', 'marija', 'kosovskom', 'kragujevac', 'antić', 'aleksandrovac', 'draganu', 'narodne', 'prištinom']",0.001579778830963665,0.18181818181818182
4,4,4,1752,Ekonomijа,2019-02-03,Vostok-RU,Rusija će aktivno sarađivati sa evropskim zemljama u interesu uspešnog sprovođenja platnog mehanizma sa Iranom izjavio je za RIA Novosti stalni predstavnik Rusije pri međunarodnim organizacijama u Beču Mihail Uljanov. Ranije su ministri spoljnih poslova Francuske Nemačke i Velike Britanije nakon rezultata prvog dana neformalnog sastanka ministara spoljnih poslova EU u Bukureštu najavili stvaranje platnog mehanizma s Iranom. ,Rusija će sarađivati sa zemljama EU po pitanju platnog mehanizma s Iranom,2,RU,58,0.1896551724137931,7.379310344827586,12,0.8793103448275862,"['rusije', 'eu', 'nemačke', 'britanije', 'mihail', 'bukureštu', 'iranom', 'rusija', 'uljanov', 'velike', 'ria', 'novosti', 'francuske', 'beču']",0.0,0.25
5,5,5,927,Analize,2018-12-17,Vostok-RU,"Evropska Unija planira da podrži organizacije civilnog društva kao i aktiviste kojibrane demokratiju“ u Rusiji. Konkretno EU je zainteresovana za ""poboljšanje oblasti kao što je sloboda okupljanja i izražavanja na internetu"" navodi se u novom projektu Evropske komisije. Globalni cilj ovog poziva za podnošenje prijava (za grantove) je podrška i jačanje pozicije organizacija civilnog društva aktivista pokreta za odbranu demokratije i branitelja ljudskih prava koji se bave najvažnijim pitanjima iz oblasti ljudskih prava i demokratije u Rusiji“ ističe se u dokumentu.  Projekat podrazumeva dve grupe od kojih će prva biti usmerena najačanje kapaciteta ruskih organizacija civilnog društva“ a posebno na lokalnom nivou. Evropska Unija spremna je da za to potroši 15 miliona evra.  Preostala 44 miliona evra biće izdvojeno zajačanje sloboderuskih medija kao i za slobodu okupljanja slobodu izražavanja mišljenja i informacija među kojima i na internetu borbu protiv mučenja za prava manjina i autohtonih naroda prava na zaštitu životne sredine i jačanje demokratskih građanskih institucija"" navodi se u opisu projekta.  Prema dokumentu organizacije koje pobede na konkursu takođe će raditi na različitim obrazovnim inicijativama i predavanjima i pružati platformu za alternativni dijalog i debate. U dokumentu se navodi da se za proširenje geografske pokrivenosti takvog programa preporučuje podržavanje takve aktivnosti uključujući i u udaljenim oblastima zemlje.  Osim toga inicijative bi takođe trebalo da uključe isaradnju sa širom publikom a posebno sa mladima“.  ",EU planira da podrži aktiviste koji „brane demokratiju“ u Rusiji,12,RU,223,0.12556053811659193,7.0358744394618835,10,0.6860986547085202,"['društva', 'eu', 'civilnog', 'rusiji', 'evropska', 'evropske', 'unija']",0.0273224043715847,0.3
6,6,6,9127,,2018-11-17 13:46:18,RFE-USA,"Najmanje 40 ljudi uglavnom civila poginulo je u vazdušnim udarima međunarodne koalicije predvođene SAD-om na poslednje džepove pod kontrolom ""Islamske države"" u Siriji javlja nevladina organizacija i mediji. Na meti napada bilo je selo Abu el Hosn koje je pod kontrolom ekstremista u istočnoj sirijskoj provinciji Deir Ezor blizu granice s Irakom rekao je direktor sirijske Opservatorije za ljudska prava Rami Abdel Rahman. On je rekao da je ubijeno najmanje 43 ljudi uključujući 17 dece i 12 žena. Prema njegovim rečima nije jasno da li su muškarci ubijeni u napadu bili ekstremisti. Sirijska državna agencija Sana takođe je izvestila o napadima navodeću da je u njima poginulo 40 ljudi. Međunarodna koalicija koja ističe da ulaže sve napore da izbegne gađanje civila nije odmah odgovorila na zahtev da komentariše ove navode piše agencija AP.",Poginulo 40 ljudi u udarima koalicije predvođene SAD-om u Siriji,11,USA,133,0.15789473684210525,6.345864661654136,10,0.7819548872180451,"['sad', 'ezor', 'rahman', 'siriji', 'el', 'irakom', 'sirijske', 'rami', 'abdel', 'deir', 'abu', 'sirijskoj', 'hosn', 'sana']",0.0,0.2
7,7,7,9670,,2018-12-22 12:20:21,RFE-USA,"Pokret ""Žuti prsluci"" koji je za danas planirao skup ispred dvorca Versaj kod Pariza promenio je plan tako što su demonstranti odlučili da se okupe u pariskoj umetničkoj četvrti Monmartr preneo je danas list Parizijen. Dvorac Versaj danas je preventivno zatvoren za posetioce a u okolini su pojačane snage bezbednosti. Ulice koje vode ka dvorcu ponovo su otvorene za saobraćaj jer nema demonstranata naveli su novinari s lica mesta. Građanski pokret nastavlja mobilizaciju započetu 17. novembra ali s manjim intenzitetom nego na početku posle ustupaka vlasti a i zbog predstojećih praznika. Francuski mediji su preneli da se protesti organizuju u 14 gradova širom Francuske medju kojima u Bordou Lilu Lionu i Tuluzu. List Mond je preneo da u Parizu prema slobodnoj proceni ima oko 300 okupljenih koji se u povorci i uz policijsku pratnju kreću ka Monmartru. Saobraćaj u Parizu funkcioniše normalno a na Jelisejskim poljima gde su prethodnih nedelja bila okupljanja koja su se završavala sukobima s policijom vidjeno je 20 ""žutih prsluka"". Prodavnice u toj aveniji danas su otvorene osim nekoliko luksuznih. U Francuskoj uveliko vlada praznična atmosfera uoči Božića i Nove godine.",Protest 'Žutih prsluka' u Parizu danas jedva primetan,12,USA,185,0.16756756756756758,6.378378378378378,8,0.745945945945946,"['versaj', 'bordou', 'lionu', 'tuluzu', 'francuskoj', 'vidjeno', 'monmartru', 'parizijen', 'pokret', 'parizu', 'pariza', 'građanski', 'monmartr', 'mond', 'francuske', 'lilu']",-0.013793103448275862,0.25
8,8,8,8065,Vesti,2019-02-26,N1-USA,"[Ministar odbrane Srbije Aleksandar Vulin rekao je da Srbija može da se pohvali činjenicom da ima 14 aviona ""mig 29"" te da će za svoje potrebe i za region imati apsolutno najmoderniju flotu lovaca. ""Sada imamo dovoljan broj aviona i pilota"" istakao je Vulin za Pink nakon što je Srbija juče zvanično postala vlasnik četiri nova beloruska aviona ""mig 29"". Vulin je naveo da je u Srbiji 2012. godine bilo dana bez ijednog ispravnog aviona. ""Nijedan jedini koji je mogao da zaštiti naše nebo. Od tada do danas možemo da se pohvalimo da imamo 14 migova. Kada se proces remonta i migova završi Srbija će imati 14 aviona lovaca na nivou četiri plus"" naglasio je Vulin. On je rekao da su ""migovi"" kruna realizacije sporazuma o vojnotehničkoj saradnji sa Belorusijom koja će biti nastavljena te napomenuo da je ove godine Srbija domaćin velike vežbe ""Slovensko bratstvo"" koju čine ruska beloruska i srpska vojska. ""Ima i drugih zemalja koje bi volele da dobiju četiri miga. Priznaćete mi smo daleko od Belorusije i postavlja se pitanje kako se naši interesi povezuju i gde smo se to našli"" naveo je Vulin. Vulin je pojasnio da predsednik Belorusije Aleksandar Lukašenko veoma poštuje predsednika Srbije Aleksandra Vučića kao čoveka koji vodi hrabru i nezavisnu politiku a takvih predsednika nema mnogo. Prema njegovim rečima mnogi svetski zvaničnici okreću glavu prema nekom političkom centru i čekaju da vide šta će im tamo reći ali Srbija ima svoju politiku govori ono što je u njenom interesu i što je u interesu međunarodnog prava.  On je govoreći o Kosovu i Metohiji konstatovao da nova ministarka poljoprivrede u Vladi Kosova Dijana Živić koju je imenovao Ramuš Haradinaj ne predstavlja Srbe sa Kosova i Metohije jer nije dobila njihovu podršku na izborima. Vulin je istakao da njen izbor za ministra služi prištinskim vlastima da bi predstavili privid multietničnosti. On je ocenio da Živić ima uticaja na Srbe onoliko koliko je izvela ljudi koji protestuju u Gračanici. ""Bili su ona i još pet osoba. Nije neobično da se potraži neki privatni ""kućni Srbin"" koji će biti postavljen na neko mesto da bi dao privid multietičnosti"" rekao je Vulin. Vulin je dodao da Priština slično radi i kada takozvana vojska na Kosovu i Metohiji poziva Srbe u svoje redove. ""Oni to ne čine jer žele da ti ljudi budu oficiri borci - njima samo treba opravdanje da je ta paravojska multietična"" naglasio je Vulin.  On je pojasnio da termin ""privatni Srbin"" znači da ta osoba ne predstavlja nikoga. ""Oni predstavljaju samo sebe nekad imaju klijentske veze sa predstavnicima vlasti u Prištini a nekad su ucenjeni. To su ljudi za koje niko nije glasao bez ikakvog političkog uticaja. Jedina aktivnost te žene je da učestvuje na protestima protiv predsednika Vučića"" naveo je Vulin. Vulin je ocenio da su vanredni izbori u Srbiji potrebni i da su kako je rekao lekoviti kada je primetna atmosfera u kojoj se traži tenzija i sukob. ""Da bi se sve izbeglo da niko ne bi pokušavao da osmišlja incidente hajdemo na izbore. Hajde da vidimo ko je legitiman a ko nije"" poručio je Vulin.  ]",Vulin: Srpska flota lovaca sa 14 migova najmodernija u regionu,2,USA,516,0.14728682170542637,5.922480620155039,10,0.5891472868217055,"['aleksandar', 'belorusijom', 'hajde', 'srbija', 'lukašenko', 'ramuš', 'prištini', 'gračanici', 'srbiji', 'haradinaj', 'srbije', 'vulin', 'kosova', 'živić', 'vučića', 'kosovu', 'metohije', 'priština', 'metohiji', 'belorusije', 'aleksandra', 'dijana', 'flota']",-0.00558659217877095,0.2
9,9,9,5214,Svet,2018-12-18,N1-USA,"[Evropski komesar za ekonomiju Pjer Moskovisi rekao je da će pokušati da izbegne da Italija bude sankcionisana zbog nacrta budžeta za 2019. godinu i ponovio da ne postoje različiti aršini za Pariz i Rim. ""Radim na tome da Italija ne bude kažnjena. Imam nade"" rekao je Moskovisi za RTL. Prema njegovim rečima vodi se ""konstruktivni dijalog"" da bi ""Italija mogla da vodi politiku kakvu želi ali da to radi u skladu s propisima"". ""Radimo pozitivno jer ne samo da ne volim dvostruke aršine nego ne volim ni nepravdu"" naveo je evrokomesar i negirao da je Francuska bolje tretirana iako je za 2019. godinu predvidela budžetski deficit od 32 odsto dok italijanski predlog iznosi 204 odsto. Moskovisi je prošle nedelje zahtevao od Italije da preduzme dodatne korake u pogledu budžeta. On je istovremeno objasnio govoreći o francuskom slučaju da je ""privremeno ograničeno i izuzetno"" odstupanje od evropskog propisa kojim se budžetski deficit ograničava na tri odsto BDP-a ""zamislivo"".  ]",Moskovisi želi da Italija izbegne sankcije,12,USA,158,0.18354430379746836,6.19620253164557,6,0.7088607594936709,"['italijanski', 'francuska', 'rim', 'italija', 'pariz', 'moskovisi', 'italije', 'pjer']",0.04918032786885247,0.16666666666666666
