,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,category,date,source,text,title,month,country-source,article_len,ratio_not_stop_w,avg_word_len,title_len,ratio_unique_words,ner,sen,ratio_not_stop_w_t
0,0,0,8106,Vesti,2019-02-27,N1-USA,"[Novi poverenik za informacije od javnog značaja i zaštitu podataka o ličnosti trebalo bi da bude izabran u ""otvorenom postupku"" on bi trebalo da bude stručna osoba koja nije ni član ni donator neke stranke ocenjeno je na okruglom stolu u okviru projekta ""Budućnost slobode informacija u Srbiji"". Koordinator programa Fondacije za otvoreno društvo Miodrag Milosavljević rekao je da Srbija već tri meseca nema poverenika za informacije od javnog značaja. ""Skupština Srbije je propustila sve rokove za izbor povernika. Na takav način institucije se dovode u krizu i ugrožava se njihov integritet. To ne sme da se dozvoli"" upozorio je Milosavljević. On je ocenio da je ""slobodan pristup informacijama jedna od retkih oblasti gde Srbija može da bude ponosna na svoj razvoj od 2000. godine naovamo"". Milosavljević je rekao da je Vlada Srbije predložila novi Zakon o slobodnom pristupu informacijama od javnog značaja kojim se ""smanjuje nivo prava"". Predloženim zakonom propisuje da javna preduzeća odnosno društva kapitala u državnom vlasništvu ubuduće neće morati da daju informacije od javnog značaja iako se zna da su ""ta predzeća najčešće i najgrublje kršila pravo na pristup informacijama građana"". ""Idemo u proces legalizacije takvog odnosa što nije dobro"" rekao je Milosavljević. On je sugerisao kako bi Skupština Srbije trebalo da izabere poverenika za informacija od javnog značaja i zaštitu podataka o ličnosti u ""otvorenom inkluzivnom postupku u kome će primeniti kriretijume koji su relevanti za njegov izbor"". ""Potrebno je da se iz Predloga zakona povuku odredbe koje će smanjivati nivo prava i da se obezbede mehanizmi za izvršenje rešenja poverenika"" ocenio je Milosavljević. On je rekao da otkad u Srbiji postoji institucija Poverenika i Zakon o slobodnom pristupu informacijama od javnog značaja koji je jedan od najboljih zakona globalno u ovoj oblasti Vlada nije izvršila nijedno jedino rešenje Poverenika. Saradnik Biroa za društvena istraživanja (BIRODI) Zoran Gavrilović ocenio je neophodnim da se pri izboru novog povernika ispoštuju kriterijumi koji garantuju integritet te osobe - da nije krivično i prekršajno kažnjavana niti su vođeni disciplinski potpupci da nije doprinela da se ne sprovode antikorupcijski zakoni. On je rekao da novi poverenik ne sme da bude član neke stranke ne sme da bude kandidat na bilo kojoj listi za bilo koje izbore i da ne sme da bude donator stranke. Gavrilović je sugerisao i da bi novi poverenik trebalo da bude stručna osoba koja ima naučne radove koji se odnose na ovu oblasti ili je kroz svoj ekspertski rad doprinela unapređenju slobodnog pristupa informacijama. On je naglasio da bi kandidati za novog poverenika trebalo da budu predstavljeni javnosti na Radio televiziji Srbije. Za okruglim stolom su predstavljeni nalazi istraživanja koja su rađena u prethodnih osam meseci a cilj je bio da se utvrdi kako se primenju mehanizmi slobode pristupa informacijama u određenim oblastima poput javnih nabavki i postupanja sudova u ovoj oblasti. Jovan Nicić iz organizacije Pravni skener rekao je da su istraživanjem bili obuhvaćeni Beograd Loznica Pirot i Zrenjanin i da jedino Grad Beograd nije odgovorio na zahtev za pristup informacijama o javno-privatnom parnerstvu.  ]",Tribina: Srbija propustila sve rokove za izbor Povernika za informacije,2,USA,500,0.1,6.454,10,0.54,"['gavrilović', 'milosavljević', 'srbija', 'zoran', 'slobode', 'nicić', 'radio', 'srbiji', 'miodrag', 'srbije', 'beograd', 'pravni', 'skupština', 'jovan', 'pirot', 'prekršajno', 'naovamo', 'zrenjanin', 'vlada', 'kažnjavana', 'loznica', 'televiziji']",0.022922636103151862,0.2
1,1,1,6466,Svet,2019-01-24,N1-USA,[Oko 1.500 policajaca raspoređeno je u Atini pred najavljene demonstracije protiv ratifikacije sporazuma s Makedonijom o normalizaciji odnosa. Četvorodnevna debata u parlamentu bi trebalo da se završi večeras glasanjem kojim bi se priveli kraju planovi da grčki sused promeni ime u Severna Makedonija i tako otvori sebi put u NATO. Članovi grčke komunističke partije su jutros na Akropolju okačili dva transparenta protiv sporazuma. Vladi premijera Aleksisa Ciprasa je potrebna podrška šest opozicionih poslanika da bi sporazum bio ratifikovan. Protivnici sporazuma tvrde da sporazum ne stavlja tačku na eventualne makedonske pretenzije na grčki region Makedoniju. Masovni protesti prošle nedelje su bili obeleženi nasiljem.   ],"Napeto u Atini uoči glasanja o sporazumu, transparenti na Akropolju",1,USA,103,0.18446601941747573,7.067961165048544,10,0.8349514563106796,"['aleksisa', 'severna', 'komunističke', 'makedonijom', 'atini', 'makedonija', 'ciprasa', 'partije', 'makedoniju']",0.0,0.3
2,2,2,1021,Politika,2018-12-23,Vostok-RU,S preostalim članovima terorističke organizacije DAEŠ u Siriji mogu da se izbore zemlje regiona uključujući Tursku izjavio je u subotu predsednik SAD Donald Tramp. Što se tiče Sirije mi smo se prvobitno spremali da budemo tamo tri meseca to je bilo pre sedam godina a nismo otišli. Kada sam ja postao predsednik DAEŠ je besneo. Sada je DAEŠ uglavnom poražen a druge lokalne zemlje uključujući Tursku treba da budu u stanju da se bez problema pobrinu za ono što je tamo ostalo. Vraćamo se kući!“ napisao je Tramp na svom Tviteru.  Prošle sedmice predsednik Turske Redžep Tajip Erdogan izjavio je da je turska armija spremna da u narednih nekoliko dana započne vojnu operaciju protiv snaga samoodbrane sirijskih Kurda na istoku od reke Eufrat.  Ankara je u više navrata optuživala Vašington da isporučuje naoružanje kurdskim odredima koji kontrolišu severoistok Sirije. Turski vojnici su već izveli nekoliko vojnih operacija protiv Kurda na teritoriji Sirije.  U petak je Erdogan izjavio da je odlučio da odloži početak vojne operacije u Siriji posle telefonskog razgovora s predsednikom SAD Donaldom Trampom koji je održan 14. decembra. Prema Erdoganovim rečima Tramp je odlučio da povuče vojsku iz Sirije posle njihovog razgovora.  Predsednik SAD Donald Tramp prošle srede izjavio je da je DAEŠ u Siriji pobeđen i naveo da je borba protiv te terorističke organizacije bio jedini razlog boravka američkih vojnika u toj zemlji te da SAD počinju da povlače vojsku iz Sirije.   Situacija u Siriji - iz minuta u minut ,Tramp: S preostalim teroristima u Siriji mogu da se izbore zemlje regiona,12,RU,243,0.18106995884773663,6.226337448559671,12,0.6419753086419753,"['sad', 'donald', 'turska', 'tursku', 'vašington', 'severoistok', 'siriji', 'sirije', 'daeš', 'redžep', 'tajip', 'erdogan', 'armija', 'eufrat', 'turske', 'tramp', 'ankara', 'vraćamo']",-0.012195121951219513,0.4166666666666667
3,3,3,5900,Svet,2019-01-15,N1-USA,[Vojska Zimbabvea je bacila suzavac na demonstrante koji su u Harareu blokirali važan put i palili gume drugog dana protesta zbog povećanja cene goriva za više od 100 odsto.  U jučerašnjim sukobima bezbednosnih snaga i demonstranata poginulo je pet osoba saopštila je jedna grupa za zaštitu ljudskih prava dok je druga navela da je bojevom municijom ranjeno 26 ljudi od kojih neki ne idu u bolnice u strahu od hapšenja prenosi Asošiejted pres. Reč je o najvećim neredima u Zimbabveu od smrtonosnog avgustovskog nasilja posle opštih izbora u toj zemlji. Svedoci navode da nasilja ima i u gradu Mutare na istoku zemlje gde su ljudi napadali autobude i uništili neke prodavnice. Firme i škole ne rade kao ni javni prevoz a onemogućen je i pristup društvenim mrežama i aplikacijama kao što su Fejsbuk Tviter i Vocap. Ministar bezbednosti Zimbabvea Oven Nkube rekao je da su juče izgubljeni životi da su policajci povređeni i da je imovina oštećena. On je kazao da je uhapšeno više od 200 ljudi a za nasilje je okrivio vodeću opozicionu partiju i pojedine nevladine organizacije.  ],"Novi protest u Zimbabveu, vojska bacila suzavac na demonstrante",1,USA,180,0.16666666666666666,5.983333333333333,9,0.7222222222222222,"['zimbabvea', 'nkube', 'zimbabveu', 'oven', 'mutare']",-0.008403361344537815,0.2222222222222222
4,4,4,9516,,2018-12-11 15:13:00,RFE-USA,"Premijer Kosova Ramuš Haradinaj izjavio je da je visoka predstavnica EU za spoljnu politiku Federika Mogerini ""ubila dijalog"" o normalizaciji odnosa Kosova i Srbije. ""Poremetila ga je od dijaloga o normalizaciji ona je taj dijalog preusmerila u dijalog o teritoriji granici i razmeni a što se na Balkanu podrazumeva šta to znači dakle destabilizacija. Ona je realno prouzrokovala štetu našem regionu tako što je dopustila tu diskusiju ali i što je imala smelosti da o tome i javno razgovara. To je za žaljenje. Nakon ovoliko velike investicije EU da se dopusti ovako veliki poremećaj. Njen stav za mene je neprihvatljiv i razume se ne važi barem za mene. Verujem da je tako i za veliki deo Kosova"" kazao je Haradinaj na pres-konferenciji nakon zasedanja vlade u utorak. To je bio njegov komentar povodom izjave Mogerini u ponedeljak u kojoj nije isključila mogućnost razgraničenja između Srbije i Kosova ali je istakla da moguća korekcija granica ne sme biti bazirana na etničkim linijama. Na istoj konferenciji za novinare Haradinaj je takođe potvrdio da je njegova vlada identifikovala potencijalne dodatne mere koje može poduzeti protiv Srbije a nakon one o stopostotnoj taksi na uvoz robe.  Dodao je da se one za sad neće uvesti ali da je to moguće da se desi ukoliko Srbija nastavi sa svojom ""agresijom"" kao što je to radila u prošlosti. U tom kontekstu on je pomenuo zadržavanje poslanika Kosova iz Samostalne liberalne stranke Slobodana Petrovića na graničnom prelazu u Merdare tokom prethodnog vikenda. Petrović je jedini srpski poslanik koji ne pripada Srpskoj listi. ""To je praksa policijskih država diktatorskih država"" rekao je Haradinaj. ""Ukoliko Srbija nastavi sa agresivnim delovanjem mi imamo listu mera koje su spremne za odluku"" kazao je Haradinaj. On je ponovio da mera Vlade Kosova od 100 odsto nije uperena protiv kosovskih Srba već da se ona odnosi na Srbiju. Dodao je da je Vlada Kosova zainteresovana da reši sva otvorena pitanja sa Srbijom ali dodao da se pitanje takse može rešiti priznavanjem Kosova. Komentarišući i pozive Specijalnog suda za ratne zločine sa sedištem u Hagu upućenim pojedinim bivšim komandantima OVK-a Haradinaj je kazao da građani Kosova i borci slobode ""nemaju čega da se plaše"" ukoliko veruju sebi. ""Neka odu neka odrade svoj posao vrati će se. Ne vidim da je to neki kijamet"" poručio je. ",Haradinaj: Mogerini ubila dijalog o normalizaciji,12,USA,381,0.14698162729658792,6.139107611548557,6,0.6351706036745407,"['utorak', 'hagu', 'kazao', 'srbija', 'srpski', 'eu', 'ramuš', 'srbiju', 'haradinaj', 'premijer', 'srbijom', 'srbije', 'mogerini', 'stranke', 'kosova', 'komentarišući', 'srpskoj', 'federika', 'petrovića', 'slobodana', 'ovk', 'petrović']",-0.007326007326007327,0.16666666666666666
5,5,5,8951,,2018-11-05 13:22:05,RFE-USA,"Politika se upetljala i spriječila napadača Liverpula Đerdana Šaćirija da otputuje i zaigra na utakmici protiv Crvene Zvezde u Beogradu u okviru Lige šampiona skoro pet mjeseci nakon što je napadač Liverpula gestom prikazao simbol dvoglavog orla i tako proslavio pogodak protiv Srbije na Svjetskom prvenstvu u fudbalu piše AP. Šaćiri koji je Švicarac rođen na Kosovu izostavljen je sa spiska Liverpula koji je napravio menadžer Jirgen Klop jer tim strahuje od oštrog prijema u Srbiji tokom sutrašnje utakmice.  ""Čuli smo i pročitali brojne spekulacije i razgovore o tome kakav bi prijem Šaćiri mogao očekivati i iako nemamo ideju šta bi se moglo desiti želimo da idemo tamo 100% fokusirani na fudbal i da ne razmišljamo ni o čemu drugom to je sve"" naglasio je Klop a prenosi AP.  Na zvaničnoj stranici Liverpula ne navodi se ništa o tom gestu. Klop je istakao kako je Šaćiri prihvatio odluku. “Mi smo Liverpul veliki klub fudbalski tim i nemamo druge poruke osim te. Nemamo političkih poruka apsolutno ne"" naglasio je Klop. “Mi želimo da nas se poštuje i da izbjegnemo bilo kakve smetnje koje bi skrenule pažnju sa tih 90 i nešto minuta koje su važne za fudbal."" “Šaćiri je naš igrač volimo ga i igrat će za nas još mnogo puta ali ne u utorak.” Liverpul je prvi u grupi C sa šest bodova iz tri utakmice a Crvena Zvezda je na posljednjem mjestu sa jednim bodom.  ",Liverpul: Šaćiri ne putuje na utakmicu u Srbiju,11,USA,236,0.2033898305084746,5.771186440677966,8,0.7076271186440678,"['zvezda', 'srbije', 'kosovu', 'lige', 'švicarac', 'zvezde', 'gestom', 'crvene', 'jirgen', 'srbiju', 'liverpul', 'klop', 'liverpula', 'crvena', 'beogradu', 'srbiji', 'šampiona', 'šaćiri']",0.005952380952380952,0.375
6,6,6,6285,Vesti,2019-01-21,N1-USA,[Profesor ekonomije saradnik Instituta za evropske studije i direktor Centra za slobodno tržište Miroslav Prokopijević iznenada je preminuo. Prokopijević je rođen 1. novembra 1953. u Lučanima gde je završio osnovnu školu. Gimnaziju je završio u Čačku diplomirao je 1976. godine na Prirodnomatematičkom fakultetu u Beogradu a potom 1978. i na Filozofskom fakultetu. Magistrirao je na Prirodno-matematičkom fakultetu u Beogradu i na FPN-u u Zagrebu gde je 1981. i doktorirao. U svojoj dugogodišnjoj akademskoj i istraživačkoj karijeri Prokopijević je ostavio je veliki broj knjiga naučnih radova publikacija i eseja u kojima se najčešće bavio temama iz oblasti tržišne privrede Evropske unije kao i tranzicionih reformi u Srbiji navodi se u saopštenju LIBEK-a čiji je Prokopijević bio saradnik. Pored predavanja na Evropskom univerzitetu kao i na univerzitetu Donja Gorica predavao je kao gostu  jući predavač na univerzitetima u Lajpcigu Duizburgu Torinu kao i na univerzitetu Džordž Mejson u Sjedinjenim Američkim Državama. Miroslav Prokopojević ostaće upamćen kao veliki borac za slobodu pojedinca odgovornu državu i dosledno sprovođenje vladavine prava.  ],Preminuo Miroslav Prokopijević,1,USA,167,0.08982035928143713,6.934131736526946,3,0.6706586826347305,"['iznenada', 'evropskom', 'zagrebu', 'unije', 'gorica', 'evropske', 'lučanima', 'miroslav', 'duizburgu', 'gimnaziju', 'libek', 'filozofskom', 'privrede', 'univerzitetu', 'srbiji', 'sjedinjenim', 'državama', 'torinu', 'beogradu', 'fakultetu', 'džordž', 'mejson', 'lajpcigu', 'donja', 'američkim', 'prokopojević', 'prokopijević', 'čačku']",0.014084507042253518,0.0
7,7,7,1554,Ekonomijа,2019-01-25,Vostok-RU,"Moskva će biti primorana da potpiše sa Kijevom novi ugovor o transportu gasa u Evropu izjavila je zamenik ministra energetike Ukrajine Natalija Bojko.  Rusija će na taj korak biti primorana jer projekat izgradnje gasovodaSeverni tok 2“ neće biti realizovan na vreme smatra Bojkova. Ugovor traje do 1. januara 2020. godine a gasovod ’Severni tok 2‘ do tog trenutka neće biti spreman za eksploataciju. Rusija će biti primorana da na neki način transportuje svoj gas do Evrope. To je jasno evropljanima to je jasno Rusima a jasno je i nama“ rekla je ona.  Natalija Bojko je dodala i da ""što više Rusija to pitanje bude zatezala to će komplikovaniji biti i finansijski pregovori"".  ProjekatSeverni tok 2“ podrazumeva izgradnju dva kraka gasovoda čiji će ukupni kapacitet iznositi 55 milijardi kubnih metara gasa godišnje od obale Rusije preko Baltičkog mora do Nemačke. Novi cevovod trebalo bi da bude izgrađen poredSevernog toka“.  Protiv realizacije gasovoda se zalaže nekoliko država a naročito Ukrajina koja se plaši gubitaka prihoda od tranzita ruskog goriva i Sjedinjene Američke Države koje imaju ambiciozne namere za izvoz svog gasa u Evropu.    Ukrajina i Novorusija iz minuta u minut ",Kijev: Rusija će biti primorana da s nama potpiše novi ugovor o transportu gasa,1,RU,188,0.20212765957446807,6.329787234042553,14,0.7127659574468085,"['rusije', 'moskva', 'nemačke', 'novi', 'države', 'evrope', 'ukrajine', 'natalija', 'rusija', 'ukrajina', 'kijev', 'američke', 'bojko', 'sjedinjene', 'evropu']",0.01973684210526316,0.2857142857142857
8,8,8,9970,,2019-01-13 13:01:16,RFE-USA,"Grčki premijer Aleksis Cipras zatražio je u nedelju od grčkog parlamenta da ""odmah"" glasa o poverenju vladi posle ostavke ministra odbrane žustrog protivnika sporazuma o novom imenu Makedonije koji grčki poslanici treba uskoro da ratifikuju.""Odmah ćemo krenuti ka obnovi poverenja u našu vladu (glasanjem) u parlamentu da bi se rešila glavna pitanja naše zemlje"" rekao je Cipras posle prihvatanja ostavke Panosa Kamenosa glavnog saveznika u vladinoj koaliciji.Kamenos koji vodi manju stranku u koalicionoj vladi podneo je u nedelju ostavku pre nego što grčki parlament bude glasao o dogovoru s Makedonijom o imenu kome se žestoko protivi.Kamnenos je novinarima posle sastanka s premijerom Ciprasom rekao da mu makedonsko pitanje ne dozvoljava da nastavi funkciju.On je takodje najavio povlačenje svoje nacionalističke stranke Nezavisni Grci (ANEL) iz vlade. Ta stranka je koalicioni partner Ciprasove vlade kojoj bi donela sedam glasova za usvajanje sporazuma s Makedonijom. Cipras je rekao posle sastanka da je imao otvoren razgovor s Kamenosom i da mu se zahvalio na partnerstvu u vladi.Cipras je takođe najavio da će admiral Evangelos Apostolakis načelnik generalštaba zameniti Kamenosa na mestu ministra odbrane.Grčka takođe treba da odobri sporazum kojim se ime Makedonije menja u Republika Severna Makedonija. Taj sporazum koji su dve zemlje potpisale u junu ratifikovao je u petak uveče makedonski parlament.Ciprasova levičarska partija Siriza ima 145 poslanika u parlamentu od 300 mesta dok Kamenosova partija ima sedam. S odlaskom svog koalicionog partnera Ciprasu će biti potrebni glasovi opozicionih poslanika da se usvoji sporazum o novom imenu Makedonije.",Cipras traži glasanje o poverenju vladi posle ostavke ministra,1,USA,245,0.1346938775510204,6.808163265306122,9,0.689795918367347,"['junu', 'republika', 'cipras', 'grci', 'partija', 'takodje', 'vladi.cipras', 'generalštaba', 'apostolakis', 'ciprasom', 'evangelos', 'severna', 'makedonijom', 'grčkog', 'makedonija', 'makedonski', 'makedonije', 'aleksis']",0.00546448087431694,0.2222222222222222
9,9,9,427,Bezbednost,2018-11-24,Vostok-RU,Više od deset civila je poginulo u sirijskom selu Šava u provinciji Dejr el Zor u vazdušnom napadu međunarodne koalicije sa SAD na čelu saopštila je sirijska državna televizija.  Navodi se da je u novom bombardovanju koalicije poginulo 11 ljudi kao i da među poginulima ima i žena i dece.  Koalicija redovno bombarduje grad Hadžin i okolna sela u provinciji Dejr el Zor. Sirijski mediji su u više navrata saopštavali da je koalicija u tim vazdušnim napadima koristila beli fosfor.  Vlasti Sirije su pozvale Ujedinjene nacije da preduzmu mere protiv krivaca i da prekinu nezakonit boravak koalicije na teritoriji zemlje.  Predstavnik Pentagona saopštio da koalicija SAD neće da otkriva koju municiju koristi u Siriji ali da je ona u skladu s međunarodnim normama.  Situacija u Siriji - iz minuta u minut ,Koalicija SAD ponovo bombardovala civile u Siriji,11,RU,131,0.16030534351145037,6.129770992366412,7,0.7099236641221374,"['sad', 'šava', 'dejr', 'siriji', 'zor', 'hadžin', 'sirije', 'sirijska', 'ujedinjene', 'nacije', 'televizija', 'el', 'koalicije']",0.010638297872340424,0.14285714285714285
